Airline,Source,Destination,Distance,Departure_Time,Weather_Condition,Delay_Status
Akasa Air,Hyderabad,Pune,545,Afternoon,Rain,On Time
Vistara,Delhi,Mumbai,1456,Evening,Clear,Delayed
Go First,Mumbai,Hyderabad,690,Evening,Storm,On Time
Vistara,Chennai,Delhi,2192,Night,Clear,On Time
Air India,Hyderabad,Bangalore,555,Night,Cloudy,On Time
Akasa Air,Delhi,Ahmedabad,899,Late Night,Cloudy,Delayed
Akasa Air,Delhi,Chennai,2237,Early Morning,Cloudy,Delayed
Vistara,Pune,Delhi,1540,Morning,Cloudy,On Time
Air India,Kolkata,Mumbai,1675,Early Morning,Cloudy,Delayed
Go First,Mumbai,Pune,147,Early Morning,Storm,On Time
IndiGo,Pune,Kolkata,1779,Late Night,Storm,Delayed
SpiceJet,Ahmedabad,Pune,662,Morning,Rain,Delayed
Vistara,Mumbai,Ahmedabad,534,Morning,Rain,On Time
SpiceJet,Delhi,Mumbai,1357,Afternoon,Clear,On Time
Go First,Kolkata,Ahmedabad,1868,Night,Cloudy,Delayed
Air India,Bangalore,Hyderabad,599,Night,Storm,Delayed
IndiGo,Chennai,Ahmedabad,1962,Afternoon,Clear,On Time
Akasa Air,Chennai,Hyderabad,644,Late Night,Cloudy,On Time
Go First,Kolkata,Pune,1956,Evening,Storm,On Time
Akasa Air,Chennai,Mumbai,1396,Late Night,Rain,On Time
Air India,Mumbai,Kolkata,1641,Morning,Rain,Delayed
Akasa Air,Pune,Hyderabad,586,Evening,Rain,Delayed
Akasa Air,Delhi,Hyderabad,1510,Afternoon,Cloudy,On Time
IndiGo,Hyderabad,Kolkata,1497,Early Morning,Cloudy,Delayed
SpiceJet,Mumbai,Pune,147,Evening,Cloudy,On Time
Go First,Kolkata,Chennai,1403,Afternoon,Rain,Delayed
Vistara,Bangalore,Hyderabad,598,Afternoon,Cloudy,On Time
Vistara,Kolkata,Ahmedabad,1992,Late Night,Storm,Delayed
Akasa Air,Kolkata,Ahmedabad,1976,Late Night,Rain,On Time
IndiGo,Pune,Mumbai,154,Afternoon,Storm,On Time
Vistara,Pune,Delhi,1528,Morning,Fog,Delayed
Vistara,Kolkata,Pune,1802,Afternoon,Fog,On Time
Go First,Bangalore,Delhi,2090,Early Morning,Rain,Delayed
Vistara,Delhi,Kolkata,1537,Morning,Cloudy,On Time
IndiGo,Mumbai,Bangalore,952,Evening,Fog,On Time
IndiGo,Hyderabad,Kolkata,1434,Late Night,Storm,Delayed
Go First,Chennai,Bangalore,333,Afternoon,Clear,On Time
Akasa Air,Chennai,Bangalore,346,Early Morning,Clear,Delayed
Akasa Air,Ahmedabad,Kolkata,1990,Evening,Rain,Delayed
Air India,Pune,Chennai,1242,Early Morning,Storm,Delayed
Go First,Mumbai,Kolkata,1700,Evening,Storm,Delayed
Go First,Pune,Mumbai,150,Late Night,Storm,Delayed
Air India,Delhi,Chennai,2120,Early Morning,Cloudy,On Time
SpiceJet,Kolkata,Chennai,1307,Morning,Rain,Delayed
Air India,Pune,Bangalore,847,Early Morning,Rain,On Time
SpiceJet,Mumbai,Bangalore,973,Early Morning,Clear,On Time
Go First,Kolkata,Pune,1869,Late Night,Clear,On Time
Akasa Air,Bangalore,Delhi,2239,Afternoon,Cloudy,Delayed
IndiGo,Chennai,Pune,1174,Morning,Clear,On Time
Akasa Air,Hyderabad,Mumbai,718,Morning,Cloudy,Delayed
IndiGo,Chennai,Ahmedabad,1964,Night,Cloudy,On Time
Air India,Chennai,Bangalore,353,Afternoon,Storm,Delayed
SpiceJet,Hyderabad,Kolkata,1443,Early Morning,Rain,Delayed
Akasa Air,Delhi,Hyderabad,1511,Late Night,Clear,On Time
IndiGo,Ahmedabad,Pune,656,Late Night,Storm,On Time
Vistara,Kolkata,Bangalore,1891,Night,Fog,On Time
SpiceJet,Bangalore,Kolkata,1884,Night,Fog,Delayed
Air India,Delhi,Mumbai,1454,Night,Storm,Delayed
Air India,Hyderabad,Pune,546,Evening,Storm,On Time
Go First,Kolkata,Delhi,1543,Afternoon,Storm,Delayed
Vistara,Chennai,Delhi,2088,Evening,Cloudy,Delayed
SpiceJet,Kolkata,Ahmedabad,1901,Early Morning,Fog,Delayed
Air India,Kolkata,Hyderabad,1506,Morning,Clear,On Time
Go First,Bangalore,Ahmedabad,1539,Late Night,Rain,Delayed
Go First,Ahmedabad,Pune,641,Morning,Rain,On Time
IndiGo,Bangalore,Hyderabad,551,Morning,Rain,Delayed
Air India,Hyderabad,Mumbai,736,Morning,Rain,Delayed
IndiGo,Delhi,Hyderabad,1624,Night,Storm,Delayed
SpiceJet,Chennai,Pune,1214,Afternoon,Cloudy,Delayed
Air India,Ahmedabad,Kolkata,1865,Morning,Rain,Delayed
Air India,Delhi,Ahmedabad,900,Night,Cloudy,On Time
Air India,Kolkata,Ahmedabad,1877,Late Night,Clear,On Time
Akasa Air,Hyderabad,Chennai,602,Late Night,Cloudy,On Time
Vistara,Delhi,Mumbai,1362,Morning,Storm,Delayed
IndiGo,Bangalore,Delhi,2169,Early Morning,Fog,On Time
Vistara,Ahmedabad,Delhi,961,Early Morning,Rain,On Time
Vistara,Pune,Bangalore,865,Morning,Clear,On Time
IndiGo,Delhi,Chennai,2209,Night,Cloudy,On Time
Air India,Mumbai,Chennai,1365,Evening,Clear,On Time
IndiGo,Bangalore,Ahmedabad,1561,Morning,Storm,Delayed
Air India,Kolkata,Hyderabad,1498,Evening,Fog,On Time
IndiGo,Chennai,Pune,1145,Morning,Storm,Delayed
Akasa Air,Kolkata,Ahmedabad,1930,Night,Clear,Delayed
SpiceJet,Kolkata,Chennai,1329,Morning,Fog,On Time
Go First,Chennai,Hyderabad,606,Morning,Fog,On Time
IndiGo,Kolkata,Pune,1846,Afternoon,Storm,Delayed
Vistara,Ahmedabad,Kolkata,1966,Late Night,Fog,Delayed
IndiGo,Kolkata,Mumbai,1714,Late Night,Clear,On Time
Akasa Air,Chennai,Hyderabad,626,Afternoon,Storm,Delayed
IndiGo,Hyderabad,Bangalore,569,Night,Fog,On Time
Air India,Chennai,Delhi,2204,Afternoon,Rain,Delayed
Vistara,Ahmedabad,Hyderabad,1257,Afternoon,Clear,On Time
Go First,Ahmedabad,Pune,681,Afternoon,Storm,On Time
SpiceJet,Hyderabad,Pune,581,Morning,Cloudy,On Time
IndiGo,Hyderabad,Ahmedabad,1282,Night,Storm,Delayed
Vistara,Ahmedabad,Kolkata,2045,Afternoon,Fog,On Time
SpiceJet,Bangalore,Delhi,2049,Evening,Rain,On Time
Go First,Mumbai,Bangalore,983,Morning,Storm,Delayed
Air India,Ahmedabad,Kolkata,1873,Late Night,Clear,Delayed
Vistara,Pune,Bangalore,821,Afternoon,Storm,Delayed
SpiceJet,Kolkata,Mumbai,1734,Early Morning,Rain,Delayed
SpiceJet,Chennai,Hyderabad,613,Early Morning,Clear,On Time
Akasa Air,Chennai,Mumbai,1385,Late Night,Cloudy,On Time
SpiceJet,Hyderabad,Ahmedabad,1228,Evening,Storm,Delayed
SpiceJet,Delhi,Pune,1447,Evening,Storm,Delayed
Go First,Ahmedabad,Mumbai,530,Late Night,Rain,Delayed
IndiGo,Kolkata,Delhi,1501,Early Morning,Rain,On Time
Vistara,Hyderabad,Pune,547,Early Morning,Fog,Delayed
Air India,Chennai,Hyderabad,647,Night,Storm,Delayed
SpiceJet,Hyderabad,Chennai,660,Late Night,Rain,Delayed
Air India,Ahmedabad,Hyderabad,1209,Morning,Fog,On Time
SpiceJet,Hyderabad,Delhi,1504,Evening,Clear,Delayed
Go First,Ahmedabad,Kolkata,1984,Afternoon,Storm,Delayed
Air India,Bangalore,Chennai,336,Evening,Clear,On Time
SpiceJet,Kolkata,Hyderabad,1438,Evening,Rain,On Time
Air India,Hyderabad,Pune,582,Morning,Rain,Delayed
Vistara,Delhi,Ahmedabad,964,Afternoon,Storm,On Time
Air India,Chennai,Mumbai,1352,Evening,Clear,On Time
Go First,Kolkata,Hyderabad,1531,Afternoon,Storm,On Time
Akasa Air,Pune,Hyderabad,582,Night,Rain,On Time
Vistara,Hyderabad,Pune,583,Evening,Clear,On Time
Go First,Kolkata,Hyderabad,1470,Morning,Clear,On Time
Akasa Air,Pune,Bangalore,821,Night,Fog,On Time
Akasa Air,Pune,Hyderabad,580,Evening,Storm,Delayed
Vistara,Delhi,Mumbai,1405,Early Morning,Fog,Delayed
Vistara,Chennai,Delhi,2211,Evening,Clear,Delayed
Vistara,Delhi,Kolkata,1569,Morning,Storm,Delayed
Air India,Pune,Hyderabad,570,Night,Fog,Delayed
Go First,Mumbai,Pune,153,Late Night,Fog,Delayed
Akasa Air,Mumbai,Chennai,1300,Night,Fog,Delayed
IndiGo,Chennai,Mumbai,1388,Morning,Cloudy,On Time
Air India,Chennai,Kolkata,1374,Afternoon,Clear,Delayed
IndiGo,Kolkata,Ahmedabad,1958,Evening,Clear,On Time
Vistara,Kolkata,Delhi,1582,Morning,Cloudy,Delayed
Akasa Air,Mumbai,Bangalore,998,Late Night,Rain,Delayed
IndiGo,Chennai,Ahmedabad,1945,Afternoon,Rain,On Time
IndiGo,Mumbai,Bangalore,955,Early Morning,Clear,On Time
SpiceJet,Kolkata,Ahmedabad,2037,Evening,Storm,Delayed
IndiGo,Bangalore,Kolkata,1812,Late Night,Clear,On Time
Air India,Pune,Bangalore,817,Night,Rain,Delayed
Air India,Kolkata,Hyderabad,1496,Afternoon,Fog,Delayed
SpiceJet,Delhi,Pune,1446,Morning,Storm,Delayed
Air India,Ahmedabad,Chennai,1955,Early Morning,Clear,On Time
Akasa Air,Bangalore,Pune,856,Night,Fog,Delayed
IndiGo,Chennai,Mumbai,1294,Early Morning,Cloudy,On Time
SpiceJet,Delhi,Hyderabad,1544,Late Night,Rain,Delayed
Air India,Mumbai,Pune,154,Morning,Storm,Delayed
Air India,Pune,Hyderabad,557,Night,Fog,On Time
Akasa Air,Chennai,Mumbai,1342,Afternoon,Fog,On Time
Vistara,Kolkata,Bangalore,1833,Evening,Fog,Delayed
Go First,Hyderabad,Bangalore,565,Early Morning,Clear,Delayed
Air India,Bangalore,Pune,878,Night,Rain,On Time
IndiGo,Kolkata,Chennai,1390,Afternoon,Cloudy,On Time
Vistara,Delhi,Pune,1475,Morning,Fog,On Time
Vistara,Ahmedabad,Bangalore,1511,Morning,Cloudy,On Time
Go First,Pune,Hyderabad,547,Morning,Cloudy,On Time
Vistara,Hyderabad,Pune,573,Night,Cloudy,Delayed
Akasa Air,Ahmedabad,Delhi,952,Night,Clear,On Time
Akasa Air,Hyderabad,Chennai,611,Night,Fog,On Time
IndiGo,Bangalore,Ahmedabad,1533,Morning,Clear,Delayed
Go First,Pune,Ahmedabad,663,Early Morning,Clear,On Time
Akasa Air,Mumbai,Delhi,1408,Late Night,Rain,On Time
IndiGo,Bangalore,Ahmedabad,1490,Late Night,Fog,On Time
Vistara,Chennai,Kolkata,1398,Early Morning,Cloudy,On Time
SpiceJet,Chennai,Pune,1205,Morning,Storm,Delayed
Go First,Kolkata,Hyderabad,1530,Late Night,Clear,Delayed
IndiGo,Pune,Kolkata,1886,Early Morning,Clear,On Time
SpiceJet,Mumbai,Pune,150,Late Night,Storm,Delayed
Akasa Air,Kolkata,Mumbai,1658,Night,Cloudy,On Time
Vistara,Pune,Bangalore,851,Evening,Cloudy,Delayed
Air India,Mumbai,Delhi,1344,Night,Cloudy,On Time
Vistara,Pune,Delhi,1461,Early Morning,Storm,Delayed
IndiGo,Ahmedabad,Chennai,1903,Evening,Rain,On Time
IndiGo,Chennai,Delhi,2222,Morning,Cloudy,On Time
Air India,Mumbai,Pune,154,Early Morning,Storm,On Time
Go First,Kolkata,Delhi,1598,Afternoon,Rain,On Time
Akasa Air,Mumbai,Ahmedabad,544,Late Night,Rain,Delayed
Go First,Chennai,Delhi,2262,Night,Rain,On Time
Go First,Ahmedabad,Pune,676,Evening,Rain,On Time
Air India,Ahmedabad,Pune,666,Early Morning,Rain,On Time
IndiGo,Bangalore,Hyderabad,573,Night,Cloudy,On Time
Akasa Air,Hyderabad,Delhi,1545,Morning,Clear,On Time
Air India,Mumbai,Pune,141,Night,Clear,Delayed
IndiGo,Chennai,Kolkata,1378,Late Night,Clear,On Time
Akasa Air,Mumbai,Pune,149,Early Morning,Cloudy,On Time
Vistara,Bangalore,Mumbai,977,Afternoon,Fog,Delayed
IndiGo,Delhi,Pune,1437,Morning,Rain,On Time
Air India,Hyderabad,Bangalore,561,Afternoon,Fog,Delayed
Air India,Delhi,Pune,1539,Afternoon,Storm,On Time
Vistara,Chennai,Bangalore,357,Late Night,Fog,On Time
Akasa Air,Pune,Hyderabad,564,Early Morning,Fog,On Time
SpiceJet,Bangalore,Hyderabad,553,Morning,Rain,On Time
Akasa Air,Pune,Delhi,1518,Late Night,Clear,On Time
Air India,Bangalore,Mumbai,973,Morning,Cloudy,On Time
IndiGo,Hyderabad,Mumbai,744,Early Morning,Fog,Delayed
Akasa Air,Hyderabad,Delhi,1579,Early Morning,Fog,Delayed
Vistara,Kolkata,Delhi,1593,Late Night,Fog,Delayed
Vistara,Bangalore,Kolkata,1961,Morning,Cloudy,On Time
SpiceJet,Kolkata,Hyderabad,1481,Early Morning,Cloudy,Delayed
SpiceJet,Mumbai,Pune,153,Night,Cloudy,On Time
Akasa Air,Bangalore,Hyderabad,560,Late Night,Rain,Delayed
Akasa Air,Bangalore,Kolkata,1849,Morning,Storm,Delayed
Vistara,Pune,Delhi,1400,Late Night,Clear,On Time
Vistara,Delhi,Pune,1496,Evening,Storm,On Time
Go First,Ahmedabad,Bangalore,1511,Morning,Clear,Delayed
Akasa Air,Ahmedabad,Delhi,938,Morning,Fog,On Time
IndiGo,Delhi,Kolkata,1481,Night,Rain,Delayed
Akasa Air,Ahmedabad,Kolkata,1946,Afternoon,Fog,On Time
Vistara,Mumbai,Chennai,1314,Late Night,Clear,Delayed
Air India,Ahmedabad,Delhi,907,Night,Rain,Delayed
Air India,Hyderabad,Delhi,1539,Evening,Clear,On Time
Vistara,Pune,Chennai,1160,Night,Storm,Delayed
Akasa Air,Pune,Mumbai,147,Night,Rain,Delayed
SpiceJet,Ahmedabad,Bangalore,1440,Late Night,Clear,On Time
Air India,Hyderabad,Pune,562,Afternoon,Cloudy,On Time
SpiceJet,Mumbai,Hyderabad,711,Night,Cloudy,On Time
Air India,Chennai,Kolkata,1435,Late Night,Storm,On Time
Air India,Kolkata,Bangalore,1878,Early Morning,Clear,On Time
SpiceJet,Delhi,Pune,1540,Evening,Clear,On Time
Vistara,Delhi,Mumbai,1481,Morning,Rain,Delayed
IndiGo,Hyderabad,Kolkata,1469,Evening,Fog,Delayed
Akasa Air,Hyderabad,Ahmedabad,1175,Morning,Fog,Delayed
Air India,Kolkata,Hyderabad,1522,Evening,Rain,Delayed
IndiGo,Hyderabad,Delhi,1551,Late Night,Storm,Delayed
Vistara,Mumbai,Ahmedabad,512,Late Night,Storm,Delayed
SpiceJet,Delhi,Chennai,2250,Early Morning,Rain,On Time
Vistara,Kolkata,Ahmedabad,1948,Afternoon,Cloudy,On Time
Go First,Delhi,Mumbai,1424,Night,Rain,Delayed
Go First,Delhi,Chennai,2276,Evening,Cloudy,Delayed
Go First,Kolkata,Hyderabad,1464,Early Morning,Fog,Delayed
SpiceJet,Chennai,Mumbai,1397,Late Night,Rain,Delayed
Air India,Pune,Chennai,1223,Morning,Cloudy,Delayed
Go First,Kolkata,Mumbai,1679,Afternoon,Storm,Delayed
IndiGo,Bangalore,Mumbai,1023,Evening,Cloudy,On Time
IndiGo,Ahmedabad,Hyderabad,1219,Evening,Cloudy,On Time
Go First,Delhi,Pune,1499,Night,Rain,Delayed
Air India,Ahmedabad,Kolkata,1976,Night,Cloudy,On Time
Air India,Pune,Hyderabad,553,Night,Fog,Delayed
Akasa Air,Ahmedabad,Mumbai,501,Night,Rain,On Time
Go First,Hyderabad,Mumbai,736,Evening,Rain,Delayed
Vistara,Hyderabad,Mumbai,742,Early Morning,Fog,Delayed
Air India,Chennai,Hyderabad,651,Late Night,Clear,On Time
Akasa Air,Bangalore,Mumbai,981,Late Night,Clear,On Time
Akasa Air,Ahmedabad,Bangalore,1562,Night,Cloudy,On Time
Vistara,Kolkata,Ahmedabad,1900,Afternoon,Clear,On Time
IndiGo,Delhi,Chennai,2253,Evening,Clear,On Time
Go First,Hyderabad,Chennai,660,Morning,Cloudy,Delayed
Go First,Hyderabad,Kolkata,1499,Late Night,Clear,On Time
Air India,Ahmedabad,Chennai,2014,Night,Clear,On Time
Air India,Chennai,Delhi,2165,Early Morning,Storm,Delayed
Vistara,Kolkata,Mumbai,1705,Evening,Fog,Delayed
Vistara,Hyderabad,Kolkata,1421,Evening,Fog,On Time
Vistara,Mumbai,Hyderabad,693,Early Morning,Fog,On Time
Air India,Delhi,Ahmedabad,899,Evening,Clear,On Time
Air India,Kolkata,Bangalore,1900,Afternoon,Clear,Delayed
Akasa Air,Hyderabad,Bangalore,552,Evening,Rain,Delayed
Akasa Air,Delhi,Mumbai,1458,Late Night,Cloudy,Delayed
Akasa Air,Hyderabad,Mumbai,684,Night,Fog,On Time
Air India,Mumbai,Ahmedabad,543,Early Morning,Clear,On Time
IndiGo,Pune,Kolkata,1782,Morning,Rain,Delayed
IndiGo,Hyderabad,Chennai,604,Evening,Cloudy,Delayed
IndiGo,Delhi,Chennai,2130,Early Morning,Clear,Delayed
Akasa Air,Ahmedabad,Bangalore,1494,Afternoon,Clear,Delayed
SpiceJet,Hyderabad,Kolkata,1516,Late Night,Fog,On Time
Akasa Air,Chennai,Bangalore,350,Evening,Storm,On Time
Go First,Ahmedabad,Pune,667,Afternoon,Fog,Delayed
Go First,Pune,Chennai,1204,Afternoon,Clear,On Time
Go First,Ahmedabad,Chennai,2043,Late Night,Cloudy,On Time
Akasa Air,Bangalore,Chennai,334,Night,Rain,Delayed
Air India,Bangalore,Kolkata,1827,Late Night,Cloudy,Delayed
SpiceJet,Mumbai,Pune,147,Night,Fog,Delayed
Air India,Hyderabad,Bangalore,602,Afternoon,Rain,On Time
IndiGo,Chennai,Ahmedabad,1922,Morning,Clear,On Time
Akasa Air,Delhi,Mumbai,1383,Evening,Clear,Delayed
Akasa Air,Ahmedabad,Bangalore,1436,Morning,Storm,Delayed
Vistara,Bangalore,Chennai,357,Late Night,Fog,Delayed
Vistara,Delhi,Bangalore,2139,Night,Clear,On Time
Go First,Hyderabad,Delhi,1596,Night,Fog,Delayed
Akasa Air,Mumbai,Bangalore,1002,Late Night,Fog,Delayed
SpiceJet,Pune,Bangalore,834,Morning,Fog,On Time
SpiceJet,Kolkata,Ahmedabad,1987,Afternoon,Rain,Delayed
Vistara,Mumbai,Bangalore,941,Early Morning,Rain,On Time
Akasa Air,Chennai,Hyderabad,642,Afternoon,Storm,Delayed
Go First,Hyderabad,Ahmedabad,1193,Afternoon,Fog,Delayed
IndiGo,Kolkata,Hyderabad,1563,Afternoon,Storm,Delayed
Air India,Chennai,Ahmedabad,2014,Evening,Fog,Delayed
Go First,Hyderabad,Kolkata,1435,Afternoon,Fog,Delayed
IndiGo,Delhi,Mumbai,1356,Evening,Rain,Delayed
Air India,Ahmedabad,Bangalore,1532,Late Night,Rain,Delayed
Akasa Air,Mumbai,Ahmedabad,498,Morning,Rain,On Time
Go First,Bangalore,Kolkata,1880,Afternoon,Storm,Delayed
Go First,Pune,Mumbai,146,Late Night,Clear,On Time
Go First,Ahmedabad,Hyderabad,1211,Late Night,Clear,On Time
IndiGo,Ahmedabad,Pune,667,Morning,Clear,Delayed
IndiGo,Hyderabad,Pune,545,Late Night,Rain,Delayed
Go First,Pune,Mumbai,143,Morning,Rain,On Time
IndiGo,Mumbai,Kolkata,1661,Morning,Rain,On Time
SpiceJet,Kolkata,Bangalore,1911,Early Morning,Storm,Delayed
SpiceJet,Pune,Mumbai,153,Afternoon,Fog,Delayed
Go First,Pune,Bangalore,809,Morning,Fog,On Time
Go First,Ahmedabad,Mumbai,527,Late Night,Storm,Delayed
Vistara,Ahmedabad,Kolkata,1948,Morning,Clear,On Time
IndiGo,Hyderabad,Pune,563,Night,Fog,Delayed
IndiGo,Ahmedabad,Mumbai,531,Morning,Fog,Delayed
Vistara,Ahmedabad,Pune,683,Late Night,Storm,Delayed
Air India,Pune,Hyderabad,534,Afternoon,Cloudy,Delayed
Vistara,Chennai,Hyderabad,648,Evening,Cloudy,Delayed
Akasa Air,Pune,Ahmedabad,654,Afternoon,Fog,Delayed
SpiceJet,Ahmedabad,Mumbai,549,Early Morning,Rain,On Time
Air India,Chennai,Kolkata,1411,Evening,Storm,Delayed
Vistara,Ahmedabad,Bangalore,1450,Morning,Rain,On Time
IndiGo,Kolkata,Hyderabad,1498,Afternoon,Rain,Delayed
Go First,Hyderabad,Kolkata,1529,Night,Cloudy,On Time
IndiGo,Chennai,Mumbai,1330,Night,Fog,Delayed
Air India,Delhi,Pune,1520,Evening,Rain,Delayed
SpiceJet,Hyderabad,Kolkata,1541,Afternoon,Fog,On Time
SpiceJet,Bangalore,Kolkata,1922,Late Night,Rain,On Time
Air India,Pune,Delhi,1526,Morning,Fog,Delayed
Vistara,Kolkata,Mumbai,1609,Morning,Cloudy,Delayed
IndiGo,Mumbai,Hyderabad,683,Afternoon,Storm,Delayed
SpiceJet,Ahmedabad,Delhi,894,Night,Storm,Delayed
Vistara,Bangalore,Pune,802,Night,Fog,On Time
Go First,Hyderabad,Chennai,633,Afternoon,Storm,On Time
Air India,Delhi,Kolkata,1570,Early Morning,Storm,Delayed
Go First,Mumbai,Delhi,1436,Early Morning,Clear,On Time
SpiceJet,Hyderabad,Bangalore,555,Morning,Storm,On Time
SpiceJet,Hyderabad,Kolkata,1563,Morning,Rain,Delayed
Go First,Bangalore,Pune,818,Late Night,Fog,Delayed
Air India,Mumbai,Bangalore,987,Early Morning,Rain,On Time
Vistara,Kolkata,Chennai,1364,Afternoon,Cloudy,On Time
IndiGo,Hyderabad,Bangalore,594,Night,Cloudy,On Time
Akasa Air,Hyderabad,Bangalore,580,Late Night,Rain,Delayed
SpiceJet,Hyderabad,Kolkata,1436,Morning,Clear,On Time
Go First,Ahmedabad,Chennai,1896,Afternoon,Fog,Delayed
SpiceJet,Hyderabad,Kolkata,1494,Night,Fog,Delayed
SpiceJet,Chennai,Pune,1168,Late Night,Cloudy,Delayed
IndiGo,Hyderabad,Chennai,632,Early Morning,Storm,On Time
IndiGo,Pune,Ahmedabad,681,Morning,Clear,On Time
SpiceJet,Chennai,Mumbai,1326,Late Night,Cloudy,Delayed
Go First,Kolkata,Delhi,1519,Morning,Cloudy,Delayed
Akasa Air,Bangalore,Ahmedabad,1553,Night,Cloudy,Delayed
SpiceJet,Kolkata,Ahmedabad,1963,Night,Cloudy,Delayed
Air India,Hyderabad,Kolkata,1549,Early Morning,Storm,Delayed
Go First,Bangalore,Kolkata,1957,Late Night,Fog,Delayed
SpiceJet,Delhi,Chennai,2110,Morning,Rain,On Time
Vistara,Mumbai,Delhi,1358,Night,Cloudy,On Time
Vistara,Delhi,Bangalore,2068,Night,Clear,On Time
Vistara,Hyderabad,Mumbai,737,Early Morning,Fog,Delayed
IndiGo,Ahmedabad,Pune,653,Morning,Rain,On Time
Air India,Mumbai,Ahmedabad,526,Evening,Cloudy,On Time
SpiceJet,Ahmedabad,Mumbai,512,Early Morning,Storm,On Time
Akasa Air,Bangalore,Delhi,2171,Morning,Storm,On Time
Vistara,Chennai,Hyderabad,604,Early Morning,Rain,On Time
Vistara,Bangalore,Chennai,344,Afternoon,Clear,On Time
IndiGo,Chennai,Hyderabad,644,Afternoon,Rain,On Time
Go First,Delhi,Chennai,2273,Morning,Rain,On Time
Vistara,Pune,Mumbai,154,Night,Clear,On Time
SpiceJet,Hyderabad,Delhi,1638,Late Night,Rain,Delayed
Vistara,Ahmedabad,Delhi,957,Night,Rain,Delayed
Air India,Ahmedabad,Hyderabad,1219,Early Morning,Fog,On Time
SpiceJet,Hyderabad,Bangalore,576,Morning,Fog,Delayed
Vistara,Kolkata,Bangalore,1820,Afternoon,Rain,Delayed
Akasa Air,Mumbai,Pune,142,Late Night,Cloudy,On Time
Akasa Air,Mumbai,Hyderabad,722,Afternoon,Fog,On Time
Air India,Delhi,Chennai,2250,Early Morning,Cloudy,On Time
Air India,Ahmedabad,Pune,686,Night,Rain,Delayed
Air India,Bangalore,Hyderabad,590,Late Night,Fog,Delayed
Vistara,Chennai,Delhi,2178,Late Night,Storm,Delayed
Air India,Kolkata,Hyderabad,1470,Late Night,Rain,On Time
Vistara,Kolkata,Chennai,1396,Morning,Rain,Delayed
Vistara,Bangalore,Pune,868,Morning,Rain,Delayed
Go First,Bangalore,Delhi,2229,Night,Rain,Delayed
Air India,Pune,Hyderabad,547,Late Night,Clear,On Time
Air India,Ahmedabad,Bangalore,1502,Afternoon,Cloudy,On Time
Akasa Air,Hyderabad,Mumbai,726,Afternoon,Rain,Delayed
Go First,Ahmedabad,Chennai,1888,Early Morning,Cloudy,On Time
Vistara,Bangalore,Pune,809,Morning,Rain,Delayed
Go First,Bangalore,Ahmedabad,1532,Early Morning,Clear,On Time
IndiGo,Mumbai,Hyderabad,742,Late Night,Clear,On Time
Go First,Pune,Delhi,1509,Afternoon,Clear,On Time
SpiceJet,Mumbai,Hyderabad,691,Morning,Fog,Delayed
Go First,Bangalore,Hyderabad,592,Early Morning,Storm,Delayed
Akasa Air,Mumbai,Ahmedabad,504,Late Night,Fog,Delayed
Air India,Bangalore,Chennai,329,Late Night,Cloudy,Delayed
SpiceJet,Delhi,Mumbai,1387,Late Night,Fog,Delayed
Go First,Hyderabad,Chennai,608,Morning,Cloudy,On Time
Go First,Delhi,Hyderabad,1504,Morning,Rain,Delayed
IndiGo,Bangalore,Hyderabad,573,Morning,Storm,On Time
Vistara,Mumbai,Ahmedabad,519,Late Night,Storm,Delayed
SpiceJet,Chennai,Hyderabad,646,Morning,Clear,Delayed
SpiceJet,Delhi,Mumbai,1437,Morning,Clear,Delayed
Vistara,Delhi,Kolkata,1517,Late Night,Fog,Delayed
IndiGo,Chennai,Kolkata,1373,Evening,Clear,On Time
Vistara,Mumbai,Kolkata,1647,Afternoon,Clear,On Time
Air India,Delhi,Kolkata,1465,Afternoon,Cloudy,On Time
Vistara,Bangalore,Hyderabad,577,Late Night,Storm,Delayed
Go First,Ahmedabad,Hyderabad,1201,Afternoon,Clear,On Time
Akasa Air,Mumbai,Kolkata,1709,Late Night,Clear,On Time
Air India,Hyderabad,Chennai,606,Morning,Clear,On Time
Go First,Kolkata,Mumbai,1607,Night,Rain,On Time
Akasa Air,Mumbai,Ahmedabad,536,Night,Rain,On Time
Akasa Air,Hyderabad,Ahmedabad,1270,Morning,Clear,On Time
SpiceJet,Pune,Bangalore,798,Night,Clear,On Time
SpiceJet,Mumbai,Kolkata,1612,Afternoon,Rain,Delayed
Vistara,Kolkata,Mumbai,1630,Afternoon,Cloudy,On Time
IndiGo,Ahmedabad,Kolkata,1888,Morning,Cloudy,Delayed
Vistara,Hyderabad,Chennai,600,Early Morning,Cloudy,On Time
Akasa Air,Delhi,Kolkata,1544,Afternoon,Cloudy,On Time
Vistara,Mumbai,Ahmedabad,529,Morning,Storm,On Time
Akasa Air,Bangalore,Kolkata,1951,Early Morning,Storm,Delayed
Air India,Delhi,Bangalore,2125,Afternoon,Storm,On Time
Go First,Mumbai,Ahmedabad,523,Evening,Storm,Delayed
IndiGo,Pune,Delhi,1469,Evening,Fog,On Time
Akasa Air,Kolkata,Chennai,1308,Late Night,Cloudy,On Time
Air India,Hyderabad,Pune,564,Afternoon,Fog,Delayed
Air India,Pune,Delhi,1543,Late Night,Cloudy,Delayed
Akasa Air,Delhi,Pune,1496,Morning,Storm,On Time
Akasa Air,Mumbai,Hyderabad,704,Night,Fog,On Time
